Pais,Inventario Hom,Clave Inv Parcela,Tipo Bosque,Zona de Vida,Suelo IPCC,Area Protegida,Categoría Area Protegida,Suelo FAO,Zona Climática,POSICIÓN Topográfica,División Administrativa,DAP (cm),ALTURA (m),Densidad (arb/ha),Vol (m3/ha),CO2 (ton/ha)
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18073,Palmas,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Plano,Matina,24.240000000000002,14.233333333333333,300.0,130.6255964855337,136.54895357199604
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18101,Bosques Secundarios,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, muy húmeda",Baja,Nicoya,22.782758620689652,11.89655172413793,290.0,112.77318992622595,128.54316387037193
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18126,Latifoliados,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Valle,San Ramon,24.27058823529412,11.735294117647058,340.0,187.49986676674962,247.52466594678262
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18154,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Cuenca  del Río Siquírres,Zona Protectora,Nitisols,"Tropical, muy húmeda",Media,Siquirres,24.09444444444444,12.85631880928506,540.0,286.59071091717925,391.4433084149261
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18242,Árboles Dispersos,Bosque Muy Humedo Tropical,Suelos volcánicos,Cordillera Volcánica Central,Reserva Forestal,Andosols,"Tropical, muy húmeda",Baja,Siquirres,19.493333333333332,11.033333333333333,150.0,41.76389684084203,44.40965029190363
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica1829,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Guatuso,19.92115384615384,15.807692307692308,520.0,242.11659642107765,306.7598494301932
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18302,Árboles Dispersos,Bosque Húmedo Tropical,Suelo de humedales,,,Gleysols,"Tropical, húmeda",Media,Montes De Oro,16.395238095238096,8.92857142857143,210.0,28.734184506977343,39.57297476829688
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18374,Bosques Secundarios,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, muy húmeda",Media,Hojancha,20.213636363636365,10.081818181818182,440.0,105.73251872097791,140.17954279798434
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18464,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Superior,Hojancha,10.5,4.5,10.0,0.1948278319077795,0.40102813093697715
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18521,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Matina,18.129032258064516,10.219073604377103,310.0,104.92654989542,124.4923921844616
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18602,Plantaciones,Bosque Muy Humedo Tropical,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",Plano,Turrialba,11.369696969696971,11.454545454545455,330.0,19.434720750168847,18.951737745112467
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18608,Latifoliados,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Turrialba,18.129629629629633,14.61111111111111,540.0,215.44271157322345,345.9078421401051
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18824,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, muy húmeda",Baja,Hojancha,28.866666666666664,10.133333333333335,30.0,10.53258207024148,10.619455168070662
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18948,Latifoliados,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de baja actividad,Cerro de Escazú,Zona Protectora,Nitisols,"Tropical, muy húmeda",Media,Escazu,24.301818181818184,11.658181818181816,550.0,233.09454157876647,290.58909708470463
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18964,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Turrialba,24.33333333333333,6.5,90.0,16.005336611060734,27.46377458395037
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica18979,Palmas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Plano,Limon,26.370588235294115,14.852941176470589,340.0,284.9414051740461,318.6293395768871
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19011,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",Plano,Puntarenas,17.188235294117646,9.476470588235296,170.0,25.367781446592076,22.98514157270835
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19036,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Mora,32.0,8.0,20.0,6.84238879951857,12.205508793827926
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19048,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Paraiso,18.043333333333333,10.933333333333334,300.0,53.62596754266076,35.934414368231536
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19205,Mangle,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Leptosols,"Tropical, muy húmeda",Plano,Garabito,25.46969696969697,16.060606060606062,330.0,190.8418380537671,393.6886230999361
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19242,Latifoliados,Bosque Pluvial Montano Bajo,Suelo arcilloso de baja actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Nitisols,"Tropical, muy húmeda",Media,Limon,23.688679245283026,15.008886096902604,530.0,274.4593706894223,383.3052150767441
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19279,Bosques Secundarios,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Media,Nandayure,18.22888888888889,13.268888888888894,450.0,130.54296003237368,165.62999326423952
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica1932,Plantaciones,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Acrisols,"Tropical, muy húmeda",Plano,San Carlos,18.584313725490194,14.647058823529411,510.0,113.74483741009149,91.98086464424772
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19423,Latifoliados,Bosque Pluvial Premontano,Suelo arcilloso de baja actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Nitisols,"Tropical, muy húmeda",Cresta,Limon,25.335087719298247,12.390407141669906,570.0,523.208177113598,680.7525768056389
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19505,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Nitisols,"Tropical, muy húmeda",Fondo de valle,Turrialba,26.22,15.36,50.0,26.079574843009482,48.38179603479475
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19568,Plantaciones,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Superior,Turrubares,25.668000000000003,12.104000000000001,250.0,81.89780189531389,83.75824668298456
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19597,Árboles Dispersos,Bosque Pluvial Montano Bajo,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Turrialba,22.333333333333332,23.0,30.0,13.60820127810589,10.070154189747953
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19687,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Limon,16.96153846153846,9.384615384615385,130.0,17.89627890071511,15.381501360350645
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica19752,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de alta actividad,Rancho Mastatal (privado),Refugio de Vida Silvestre,Nitisols,"Tropical, muy húmeda",Media,Puriscal,23.03921568627451,11.38926425875845,510.0,295.40680224335085,399.69424693464055
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20045,Latifoliados,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Cambisols,"Tropical, muy húmeda",Media,Turrialba,33.73555555555556,16.246866283280006,450.0,1058.2559997898575,1101.6352493206991
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica2005,Árboles Dispersos,Bosque Muy Humedo Tropical,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",Media,Upala,31.090909090909086,12.545454545454545,110.0,88.87570329394505,86.27185202604268
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20066,Bosques Secundarios,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Baja,Talamanca,21.868888888888893,14.48492313050735,450.0,228.22984705624066,273.29202175847064
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20068,Mangle,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Turrialba,17.041333333333334,12.026666666666667,750.0,116.32833398275274,137.29341404783955
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20116,Latifoliados,Bosque Muy Humedo Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",-90,Parrita,23.81086956521739,12.065217391304348,460.0,346.4414193102608,516.3305126851691
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20128,Latifoliados,Bosque Pluvial Montano,Suelos volcánicos,Los Santos,Reserva Forestal,Andosols,"Tropical, muy húmeda",Media,Dota,32.0625,14.15625,320.0,289.43382769080813,405.43115176458036
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20149,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Talamanca,19.615384615384617,9.8,650.0,111.87694459303745,123.48939091931315
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20300,Latifoliados,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Media,Tarrazu,19.302083333333332,13.0,480.0,122.26744813552034,151.43129823241685
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20401,Bosques Secundarios,Bosque Muy Húmedo Montano Bajo,Suelos volcánicos,,,Cambisols,"Tropical, muy húmeda",Media,Perez Zeledon,17.2,11.44,250.0,53.226139009133796,42.790268651417136
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20577,Bosques Secundarios,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,Los Santos,Reserva Forestal,Cambisols,"Tropical, muy húmeda",Media,Perez Zeledon,16.919642857142858,9.678571428571429,560.0,78.07368252976845,107.7043778479579
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20673,Árboles Dispersos,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Perez Zeledon,25.178571428571427,12.242857142857144,140.0,57.53589440645095,53.79024584500439
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20753,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Superior,Dota,19.17837837837838,11.91891891891892,370.0,175.9632199034484,254.75973068026482
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20853,Latifoliados,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Cambisols,"Tropical, muy húmeda",Media,Perez Zeledon,21.244897959183675,12.60204081632653,490.0,180.27322584277974,232.33582004947408
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica20928,Latifoliados,Bosque Muy Humedo Tropical,Suelo arcilloso de alta actividad,Manuel Antonio,Parque Nacional,Cambisols,"Tropical, muy húmeda",Media,Aguirre,34.785714285714285,16.08329650946629,210.0,364.4933352363072,310.6864799415425
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica2102,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Plano,Guatuso,26.155555555555555,8.222222222222221,90.0,24.335727026484246,23.399097409069434
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica21220,Árboles Dispersos,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Buenos Aires,20.5,8.995922944598682,20.0,3.0078266356009333,3.5209479902547915
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica21312,Árboles Dispersos,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Buenos Aires,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica21403,Bosques Secundarios,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Buenos Aires,19.614035087719298,9.96717945469386,570.0,155.1112882023206,209.02346056927686
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica21628,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,Boracayán (privado),Refugio de Vida Silvestre,Nitisols,"Tropical, muy húmeda",Media,Perez Zeledon,19.166666666666668,12.090909090909092,330.0,92.75787929172886,89.67485510060826
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica21672,Latifoliados,Bosque Pluvial Montano Bajo,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Buenos Aires,18.57017543859649,13.31578947368421,570.0,150.10176269678504,208.18027707970944
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica2171,Plantaciones,Bosque Seco Tropical,Suelo arcilloso de alta actividad,Estación Exp. Horizontes,Otras Reservas,Regosols,"Tropical, húmeda",Plano,Liberia,19.35135135135135,10.41081081081081,370.0,74.68991235249504,149.4635323300639
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica2181,Bosques Secundarios,Bosque Húmedo Tropical,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",Plano,Bagaces,19.021428571428572,8.928571428571425,420.0,85.90147034959547,116.8996361144256
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica22488,Bosques Secundarios,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Cambisols,"Tropical, muy húmeda",Superior,Buenos Aires,20.0,14.015384615384615,520.0,226.55853738818732,288.06353564282534
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica2275,Latifoliados,Bosque Muy Humedo Premontano,Suelos volcánicos,Volcán Tenorio,Parque Nacional,Andosols,"Tropical, muy húmeda",Media,Canas,28.762295081967213,13.952459016393439,610.0,660.3555634732401,1089.06516825669
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica22841,Palmas,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Buenos Aires,29.015,6.65,200.0,45.81719146347603,38.932710397011675
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica2294,Latifoliados,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Acrisols,"Tropical, muy húmeda",Media,San Carlos,21.440540540540532,15.513513513513514,370.0,203.59525909472094,305.5748880510614
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23013,Mangle,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",plano,Osa,29.392857142857142,16.892857142857142,280.0,207.67694586096178,449.48640122784326
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23018,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Osa,19.515625,14.09375,320.0,113.54697597777762,102.62368537256626
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23286,Plantaciones,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Osa,16.418032786885245,13.482644843917143,610.0,94.5851539706325,96.73381306310286
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23376,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Baja,Osa,28.685714285714287,6.571428571428571,70.0,60.30206987952941,58.518140676315625
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23384,Árboles Dispersos,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Superior,Golfito,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica2355,Árboles Dispersos,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",Media,Liberia,17.515,6.925,40.0,3.4543702464997237,7.0656840243533185
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23743,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Golfito,24.615384615384617,10.846153846153847,130.0,40.695111312127516,37.42251446476491
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23748,Latifoliados,Bosque Pluvial Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Golfito,28.5,12.58974358974359,390.0,344.5663479539932,402.63076368602793
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica23910,Árboles Dispersos,Bosque Muy Humedo Tropical,Suelo de humedales,,,Nitisols,"Tropical, muy húmeda",Baja,Osa,32.11,9.1,100.0,115.73639116797247,136.73961234291343
